name,label
Sebaceous%20Cyst_44rotated270.jpg,Sebaceous%20Cyst
Fungal%20Nail%20Infection_12.jpg,Fungal%20Nail%20Infection
Tinea%20Versicolor_80.jpg,Tinea%20Versicolor
Psoriasis_98rotated180.jpg,Psoriasis
Cutaneous%20Candidiasis_76_horizontal.jpg,Cutaneous%20Candidiasis
Carbuncle_48rotated270.jpg,Carbuncle
Hives_15_horivertical.jpg,Hives
Vitiligo_133_horizontal.jpg,Vitiligo
Corns%20and%20Calluses_43_vertical.jpg,Corns%20and%20Calluses
Actinic%20Keratosis_15rotated180.jpg,Actinic%20Keratosis
Shingles_185rotated270.jpg,Shingles
Tinea%20Versicolor_55.jpg,Tinea%20Versicolor
Rosacea_58.jpg,Rosacea
Keloid_35rotated90.jpg,Keloid
Acne_19_vertical.jpg,Acne
Eczema_91rotated90.jpg,Eczema
Carbuncle_78_horivertical.jpg,Carbuncle
Actinic%20Keratosis_94_horivertical.jpg,Actinic%20Keratosis
Hemangioma%20of%20Skin_77_vertical.jpg,Hemangioma%20of%20Skin
Sebaceous%20Cyst_83rotated90.jpg,Sebaceous%20Cyst
Seborrheic%20Keratosis_95.jpg,Seborrheic%20Keratosis
Stasis%20Dermatitis%20and%20Leg%20Ulcers_229rotated270.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Rubeola%20(Measles)_69_horizontal.jpg,Rubeola%20(Measles)
Corns%20and%20Calluses_39rotated90.jpg,Corns%20and%20Calluses
Pemphigoid_201rotated270.jpg,Pemphigoid
Vitiligo_58rotated180.jpg,Vitiligo
Rubeola%20(Measles)_144rotated180.jpg,Rubeola%20(Measles)
Pemphigoid_202_horivertical.jpg,Pemphigoid
Cutaneous%20Candidiasis_198rotated90.jpg,Cutaneous%20Candidiasis
Cellulitis_31_vertical.jpg,Cellulitis
Necrotizing%20Fasciitis_97_vertical.jpg,Necrotizing%20Fasciitis
Keloid_48rotated90.jpg,Keloid
Dyshidrotic%20Eczema_154rotated270.jpg,Dyshidrotic%20Eczema
Impetigo_31rotated180.jpg,Impetigo
Cutaneous%20Candidiasis_127.jpg,Cutaneous%20Candidiasis
Skin%20Cancer_36_vertical.jpg,Skin%20Cancer
Cutaneous%20Candidiasis_63rotated270.jpg,Cutaneous%20Candidiasis
Seborrheic%20Keratosis_47_horivertical.jpg,Seborrheic%20Keratosis
Canker%20Sore_25.jpg,Canker%20Sore
Ichthyosis%20Vulgaris_20_vertical.jpg,Ichthyosis%20Vulgaris
Pilonidal%20Sinus_19_horivertical.jpg,Pilonidal%20Sinus
Dermatomyositis_25rotated270.jpg,Dermatomyositis
Rubeola%20(Measles)_16_horizontal.jpg,Rubeola%20(Measles)
Cutaneous%20Candidiasis_126_horivertical.jpg,Cutaneous%20Candidiasis
Skin%20Cancer_191rotated90.jpg,Skin%20Cancer
Cutaneous%20Candidiasis_12rotated180.jpg,Cutaneous%20Candidiasis
Rosacea_46.jpg,Rosacea
Psoriasis_146_horizontal.jpg,Psoriasis
Acrodermatitis_170_horivertical.jpg,Acrodermatitis
Fungal%20Nail%20Infection_4rotated270.jpg,Fungal%20Nail%20Infection
Skin%20Cancer_286_vertical.jpg,Skin%20Cancer
Cold%20Sore_68rotated270.jpg,Cold%20Sore
Acne_135_vertical.jpg,Acne
Herpes%20Stomatitis_148.jpg,Herpes%20Stomatitis
Warts_9_horizontal.jpg,Warts
Warts_3_vertical.jpg,Warts
Carbuncle_55rotated90.jpg,Carbuncle
Decubitus%20Ulcer_19_vertical.jpg,Decubitus%20Ulcer
Eczema_32rotated270.jpg,Eczema
Sebaceous%20Cyst_44.jpg,Sebaceous%20Cyst
Keloid_58rotated90.jpg,Keloid
Hemangioma%20of%20Skin_139_vertical.jpg,Hemangioma%20of%20Skin
Pilonidal%20Sinus_69.jpg,Pilonidal%20Sinus
Acne_189.jpg,Acne
Hives_53_horivertical.jpg,Hives
Cellulitis_65rotated90.jpg,Cellulitis
Actinic%20Keratosis_23rotated180.jpg,Actinic%20Keratosis
Herpes%20Stomatitis_8rotated90.jpg,Herpes%20Stomatitis
Rubeola%20(Measles)_71_horizontal.jpg,Rubeola%20(Measles)
Psoriasis_95rotated270.jpg,Psoriasis
Shingles_197rotated180.jpg,Shingles
Dyshidrotic%20Eczema_20.jpg,Dyshidrotic%20Eczema
Acrodermatitis_141_horizontal.jpg,Acrodermatitis
Hives_22rotated270.jpg,Hives
Psoriasis_129.jpg,Psoriasis
Decubitus%20Ulcer_77.jpg,Decubitus%20Ulcer
Decubitus%20Ulcer_97rotated270.jpg,Decubitus%20Ulcer
Pemphigoid_28rotated180.jpg,Pemphigoid
Skin%20Cancer_6rotated90.jpg,Skin%20Cancer
Tinea%20Versicolor_84rotated270.jpg,Tinea%20Versicolor
Hemangioma%20of%20Skin_68_horizontal.jpg,Hemangioma%20of%20Skin
Skin%20Cancer_109_vertical.jpg,Skin%20Cancer
Acrodermatitis_44rotated180.jpg,Acrodermatitis
Decubitus%20Ulcer_27rotated270.jpg,Decubitus%20Ulcer
Pemphigoid_181rotated90.jpg,Pemphigoid
Stasis%20Dermatitis%20and%20Leg%20Ulcers_45_horivertical.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Stasis%20Dermatitis%20and%20Leg%20Ulcers_4rotated180.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Keloid_170rotated270.jpg,Keloid
Fungal%20Nail%20Infection_62rotated270.jpg,Fungal%20Nail%20Infection
Fungal%20Nail%20Infection_41_horizontal.jpg,Fungal%20Nail%20Infection
Pemphigoid_272.jpg,Pemphigoid
Warts_78rotated270.jpg,Warts
Shingles_73_horizontal.jpg,Shingles
Keloid_127_horivertical.jpg,Keloid
Canker%20Sore_26_vertical.jpg,Canker%20Sore
Warts_68rotated180.jpg,Warts
Herpes%20Stomatitis_43rotated90.jpg,Herpes%20Stomatitis
Herpes%20Stomatitis_99rotated270.jpg,Herpes%20Stomatitis
Dyshidrotic%20Eczema_64rotated270.jpg,Dyshidrotic%20Eczema
Cold%20Sore_53.jpg,Cold%20Sore
Impetigo_60rotated180.jpg,Impetigo
Stasis%20Dermatitis%20and%20Leg%20Ulcers_264_horivertical.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Shingles_62_horivertical.jpg,Shingles
Acrodermatitis_119_horivertical.jpg,Acrodermatitis
Seborrheic%20Keratosis_3rotated90.jpg,Seborrheic%20Keratosis
Necrotizing%20Fasciitis_18rotated270.jpg,Necrotizing%20Fasciitis
Tinea%20Versicolor_128_vertical.jpg,Tinea%20Versicolor
Carbuncle_91_vertical.jpg,Carbuncle
Herpes%20Stomatitis_166_horizontal.jpg,Herpes%20Stomatitis
Seborrheic%20Keratosis_18rotated180.jpg,Seborrheic%20Keratosis
Corns%20and%20Calluses_26_horizontal.jpg,Corns%20and%20Calluses
Ichthyosis%20Vulgaris_40rotated180.jpg,Ichthyosis%20Vulgaris
Decubitus%20Ulcer_26.jpg,Decubitus%20Ulcer
Acne_105_horivertical.jpg,Acne
Acrodermatitis_98rotated90.jpg,Acrodermatitis
Lichen%20Planus_115_horivertical.jpg,Lichen%20Planus
Herpes%20Stomatitis_76rotated90.jpg,Herpes%20Stomatitis
Ingrown%20Nails_16rotated90.jpg,Ingrown%20Nails
Mouth%20Ulcers_152_vertical.jpg,Mouth%20Ulcers
Lichen%20Planus_41rotated180.jpg,Lichen%20Planus
Sebaceous%20Cyst_65rotated180.jpg,Sebaceous%20Cyst
Vitiligo_64_horivertical.jpg,Vitiligo
Hemangioma%20of%20Skin_139.jpg,Hemangioma%20of%20Skin
Seborrheic%20Keratosis_57_vertical.jpg,Seborrheic%20Keratosis
Decubitus%20Ulcer_26_horizontal.jpg,Decubitus%20Ulcer
Seborrheic%20Eczema_44_horivertical.jpg,Seborrheic%20Eczema
Keloid_28.jpg,Keloid
Keloid_138rotated180.jpg,Keloid
Erysipelas_25rotated180.jpg,Erysipelas
Stasis%20Dermatitis%20and%20Leg%20Ulcers_146rotated90.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Acrodermatitis_156_horizontal.jpg,Acrodermatitis
Rubeola%20(Measles)_34_horizontal.jpg,Rubeola%20(Measles)
Cutaneous%20Candidiasis_102_horivertical.jpg,Cutaneous%20Candidiasis
Shingles_166rotated270.jpg,Shingles
Rubeola%20(Measles)_22_vertical.jpg,Rubeola%20(Measles)
Corns%20and%20Calluses_57rotated270.jpg,Corns%20and%20Calluses
Shingles_9rotated90.jpg,Shingles
Stasis%20Dermatitis%20and%20Leg%20Ulcers_157_vertical.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Seborrheic%20Eczema_197rotated180.jpg,Seborrheic%20Eczema
Lichen%20Planus_116_horizontal.jpg,Lichen%20Planus
Pilonidal%20Sinus_56_vertical.jpg,Pilonidal%20Sinus
Actinic%20Keratosis_92rotated270.jpg,Actinic%20Keratosis
Acne_194rotated180.jpg,Acne
Stasis%20Dermatitis%20and%20Leg%20Ulcers_99rotated90.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Acrodermatitis_98rotated270.jpg,Acrodermatitis
Canker%20Sore_1rotated180.jpg,Canker%20Sore
Psoriasis_96rotated270.jpg,Psoriasis
Hives_3_vertical.jpg,Hives
Seborrheic%20Eczema_124_horivertical.jpg,Seborrheic%20Eczema
Keloid_167_horizontal.jpg,Keloid
Necrotizing%20Fasciitis_39rotated270.jpg,Necrotizing%20Fasciitis
Seborrheic%20Eczema_13.jpg,Seborrheic%20Eczema
Fungal%20Nail%20Infection_39rotated90.jpg,Fungal%20Nail%20Infection
Lichen%20Planus_12_vertical.jpg,Lichen%20Planus
Vitiligo_50rotated270.jpg,Vitiligo
Stasis%20Dermatitis%20and%20Leg%20Ulcers_48rotated180.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Skin%20Cancer_23_vertical.jpg,Skin%20Cancer
Shingles_57rotated90.jpg,Shingles
Seborrheic%20Eczema_141rotated180.jpg,Seborrheic%20Eczema
Lichen%20Planus_159_horivertical.jpg,Lichen%20Planus
Pemphigoid_30rotated180.jpg,Pemphigoid
Corns%20and%20Calluses_18_vertical.jpg,Corns%20and%20Calluses
Mouth%20Ulcers_41_horivertical.jpg,Mouth%20Ulcers
Sebaceous%20Cyst_10.jpg,Sebaceous%20Cyst
Hives_42rotated270.jpg,Hives
Canker%20Sore_95rotated90.jpg,Canker%20Sore
Acne_51rotated180.jpg,Acne
Vitiligo_13rotated90.jpg,Vitiligo
Psoriasis_110rotated90.jpg,Psoriasis
Tinea%20Versicolor_198_horivertical.jpg,Tinea%20Versicolor
Acrodermatitis_80_horivertical.jpg,Acrodermatitis
Necrotizing%20Fasciitis_41_horivertical.jpg,Necrotizing%20Fasciitis
Pemphigoid_75_horizontal.jpg,Pemphigoid
Tinea%20Versicolor_42_horivertical.jpg,Tinea%20Versicolor
Necrotizing%20Fasciitis_96.jpg,Necrotizing%20Fasciitis
Mouth%20Ulcers_86.jpg,Mouth%20Ulcers
Ichthyosis%20Vulgaris_71_horizontal.jpg,Ichthyosis%20Vulgaris
Acrodermatitis_50rotated270.jpg,Acrodermatitis
Cutaneous%20Candidiasis_135.jpg,Cutaneous%20Candidiasis
Hemangioma%20of%20Skin_103.jpg,Hemangioma%20of%20Skin
Seborrheic%20Eczema_73.jpg,Seborrheic%20Eczema
Seborrheic%20Eczema_109_horizontal.jpg,Seborrheic%20Eczema
Shingles_40.jpg,Shingles
Tinea%20Versicolor_109rotated90.jpg,Tinea%20Versicolor
Eczema_71rotated90.jpg,Eczema
Seborrheic%20Keratosis_37_horizontal.jpg,Seborrheic%20Keratosis
Psoriasis_42rotated180.jpg,Psoriasis
Pemphigoid_125rotated90.jpg,Pemphigoid
Ingrown%20Nails_46rotated90.jpg,Ingrown%20Nails
Impetigo_77rotated180.jpg,Impetigo
Keloid_16_horizontal.jpg,Keloid
Dermatomyositis_60_vertical.jpg,Dermatomyositis
Stasis%20Dermatitis%20and%20Leg%20Ulcers_73rotated90.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Diaper%20Rash_2.jpg,Diaper%20Rash
Stasis%20Dermatitis%20and%20Leg%20Ulcers_30rotated270.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Acrodermatitis_187.jpg,Acrodermatitis
Decubitus%20Ulcer_87_vertical.jpg,Decubitus%20Ulcer
Necrotizing%20Fasciitis_53.jpg,Necrotizing%20Fasciitis
Shingles_20.jpg,Shingles
Pemphigoid_242_horivertical.jpg,Pemphigoid
Actinic%20Keratosis_94rotated180.jpg,Actinic%20Keratosis
Skin%20Cancer_105rotated180.jpg,Skin%20Cancer
Molluscum%20Contagiosum_72_horivertical.jpg,Molluscum%20Contagiosum
Molluscum%20Contagiosum_34_horizontal.jpg,Molluscum%20Contagiosum
Rubeola%20(Measles)_130rotated180.jpg,Rubeola%20(Measles)
Mouth%20Ulcers_24rotated270.jpg,Mouth%20Ulcers
Corns%20and%20Calluses_38_horivertical.jpg,Corns%20and%20Calluses
Stasis%20Dermatitis%20and%20Leg%20Ulcers_1_horivertical.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Shingles_146_vertical.jpg,Shingles
Ingrown%20Nails_46_horizontal.jpg,Ingrown%20Nails
Stasis%20Dermatitis%20and%20Leg%20Ulcers_299_horizontal.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Psoriasis_38.jpg,Psoriasis
Warts_25_horizontal.jpg,Warts
Tinea%20Versicolor_198rotated270.jpg,Tinea%20Versicolor
Fungal%20Nail%20Infection_76rotated270.jpg,Fungal%20Nail%20Infection
Skin%20Cancer_39_horivertical.jpg,Skin%20Cancer
Mouth%20Ulcers_165_horizontal.jpg,Mouth%20Ulcers
Tinea%20Versicolor_130rotated180.jpg,Tinea%20Versicolor
Tinea%20Versicolor_64rotated180.jpg,Tinea%20Versicolor
Psoriasis_100_horizontal.jpg,Psoriasis
Actinic%20Keratosis_6_vertical.jpg,Actinic%20Keratosis
Canker%20Sore_43_horizontal.jpg,Canker%20Sore
Herpes%20Stomatitis_153rotated90.jpg,Herpes%20Stomatitis
Decubitus%20Ulcer_15rotated90.jpg,Decubitus%20Ulcer
Vitiligo_22rotated270.jpg,Vitiligo
Molluscum%20Contagiosum_25rotated90.jpg,Molluscum%20Contagiosum
Fungal%20Nail%20Infection_52rotated90.jpg,Fungal%20Nail%20Infection
Warts_34_horizontal.jpg,Warts
Acne_119rotated180.jpg,Acne
Stasis%20Dermatitis%20and%20Leg%20Ulcers_1_vertical.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Shingles_46_horivertical.jpg,Shingles
Cutis%20Laxa_91rotated180.jpg,Cutis%20Laxa
Stasis%20Dermatitis%20and%20Leg%20Ulcers_241_vertical.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Shingles_54_horivertical.jpg,Shingles
Actinic%20Keratosis_106rotated180.jpg,Actinic%20Keratosis
Shingles_12.jpg,Shingles
Lichen%20Planus_194rotated270.jpg,Lichen%20Planus
Psoriasis_175_horizontal.jpg,Psoriasis
Shingles_194rotated270.jpg,Shingles
Seborrheic%20Eczema_120_horivertical.jpg,Seborrheic%20Eczema
Pemphigoid_63_horizontal.jpg,Pemphigoid
Vitiligo_121.jpg,Vitiligo
Cold%20Sore_56_horivertical.jpg,Cold%20Sore
Decubitus%20Ulcer_25.jpg,Decubitus%20Ulcer
Pemphigoid_94_horizontal.jpg,Pemphigoid
Skin%20Cancer_240rotated180.jpg,Skin%20Cancer
Herpes%20Stomatitis_164_horivertical.jpg,Herpes%20Stomatitis
Impetigo_38.jpg,Impetigo
Stasis%20Dermatitis%20and%20Leg%20Ulcers_104_vertical.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Dermatomyositis_69_vertical.jpg,Dermatomyositis
Cutaneous%20Candidiasis_159rotated270.jpg,Cutaneous%20Candidiasis
Actinic%20Keratosis_28rotated180.jpg,Actinic%20Keratosis
Carbuncle_65_horivertical.jpg,Carbuncle
Rosacea_13_vertical.jpg,Rosacea
Stasis%20Dermatitis%20and%20Leg%20Ulcers_40rotated270.jpg,Stasis%20Dermatitis%20and%20Leg%20Ulcers
Lichen%20Planus_141rotated180.jpg,Lichen%20Planus
Fungal%20Nail%20Infection_25_vertical.jpg,Fungal%20Nail%20Infection
Actinic%20Keratosis_88rotated90.jpg,Actinic%20Keratosis
Lupus_22_horivertical.jpg,Lupus
Dyshidrotic%20Eczema_10.jpg,Dyshidrotic%20Eczema
Seborrheic%20Eczema_123_horivertical.jpg,Seborrheic%20Eczema
Decubitus%20Ulcer_33_horizontal.jpg,Decubitus%20Ulcer
Vitiligo_146.jpg,Vitiligo
Shingles_98rotated90.jpg,Shingles
Dyshidrotic%20Eczema_31_horivertical.jpg,Dyshidrotic%20Eczema
Shingles_18rotated180.jpg,Shingles
Hemangioma%20of%20Skin_84.jpg,Hemangioma%20of%20Skin
Corns%20and%20Calluses_4rotated90.jpg,Corns%20and%20Calluses
Seborrheic%20Eczema_128rotated90.jpg,Seborrheic%20Eczema
Dermatomyositis_60rotated180.jpg,Dermatomyositis
Actinic%20Keratosis_35rotated90.jpg,Actinic%20Keratosis
Hemangioma%20of%20Skin_30rotated90.jpg,Hemangioma%20of%20Skin
Vitiligo_99_vertical.jpg,Vitiligo
Hives_23_horizontal.jpg,Hives
Molluscum%20Contagiosum_67_horizontal.jpg,Molluscum%20Contagiosum
Dyshidrotic%20Eczema_144_vertical.jpg,Dyshidrotic%20Eczema
Herpes%20Stomatitis_136rotated270.jpg,Herpes%20Stomatitis
Vitiligo_101_horivertical.jpg,Vitiligo
Warts_1_horivertical.jpg,Warts
Pemphigoid_206_horizontal.jpg,Pemphigoid
